hgnc_id,gene,pubmed_hits,pubmed_query,as_of
HGNC:9449,PRNP,1133,"(""PRNP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9453,PRODH,188,"(""PRODH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17340,PRPF8,121,"(""PRPF8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30500,PRRT2,305,"(""PRRT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13420,PRUNE1,24,"(""PRUNE1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9498,PSAP,458,"(""PSAP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19129,PSAT1,193,"(""PSAT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9552,PSMC5,29,"(""PSMC5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9577,PSPH,106,"(""PSPH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9583,PTBP1,413,"(""PTBP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9585,PTCH1,1079,"(""PTCH1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9588,PTEN,16771,"(""PTEN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23734,PTF1A,175,"(""PTF1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26965,PTPMT1,26,"(""PTPMT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14406,PTPN23,37,"(""PTPN23""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9689,PTS,11037,"(""PTS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17042,PUF60,84,"(""PUF60""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14957,PUM1,134,"(""PUM1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9701,PURA,154,"(""PURA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25461,PUS3,28,"(""PUS3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9751,QARS1,8,"(""QARS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9752,QDPR,67,"(""QDPR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9760,RAB11A,340,"(""RAB11A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9761,RAB11B,81,"(""RAB11B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14244,RAB18,98,"(""RAB18""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16499,RAB39B,74,"(""RAB39B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17063,RAB3GAP1,72,"(""RAB3GAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17168,RAB3GAP2,36,"(""RAB3GAP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9785,RAB5C,55,"(""RAB5C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17155,RABGAP1,17,"(""RABGAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9803,RAC3,191,"(""RAC3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9834,RAI1,163,"(""RAI1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9839,RALA,401,"(""RALA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17770,RALGAPA1,8,"(""RALGAPA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9848,RANBP2,364,"(""RANBP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16854,RAPGEF2,34,"(""RAPGEF2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21406,RARS2,44,"(""RARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9894,RBL2,125,"(""RBL2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9957,RELN,366,"(""RELN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9965,RERE,97,"(""RERE""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30220,RFT1,37,"(""RFT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9984,RFX3,43,"(""RFX3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18756,RHOBTB2,54,"(""RHOBTB2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21176,RMND1,33,"(""RMND1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18518,RNASEH2A,65,"(""RNASEH2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25671,RNASEH2B,81,"(""RNASEH2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24116,RNASEH2C,41,"(""RNASEH2C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21686,RNASET2,107,"(""RNASET2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12974,RNF113A,22,"(""RNF113A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10057,RNF13,35,"(""RNF13""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10152,RNU2-2,5,"(""RNU2-2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10193,RNU4-2,22,"(""RNU4-2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:34016,RNU4ATAC,37,"(""RNU4ATAC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29478,ROGDI,27,"(""ROGDI""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10258,RORA,350,"(""RORA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10259,RORB,88,"(""RORB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17056,RPH3A,23,"(""RPH3A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10297,RPIA,107,"(""RPIA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10432,RPS6KA3,95,"(""RPS6KA3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17296,RRM2B,132,"(""RRM2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18118,RSF1,87,"(""RSF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18647,RTN4IP1,22,"(""RTN4IP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18654,RTTN,23,"(""RTTN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23625,RUSC2,18,"(""RUSC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13530,RXYLT1,1,"(""RXYLT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10485,RYR3,164,"(""RYR3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10519,SACS,2398,"(""SACS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:31750,SAMD12,43,"(""SAMD12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15925,SAMHD1,661,"(""SAMHD1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10541,SATB1,424,"(""SATB1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21637,SATB2,616,"(""SATB2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19304,SCAF4,17,"(""SCAF4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30386,SCAMP5,25,"(""SCAMP5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1665,SCARB2,176,"(""SCARB2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10582,SCN10A,189,"(""SCN10A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10585,SCN1A,1272,"(""SCN1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10586,SCN1B,215,"(""SCN1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10588,SCN2A,534,"(""SCN2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10590,SCN3A,104,"(""SCN3A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10596,SCN8A,298,"(""SCN8A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10603,SCO1,98,"(""SCO1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10604,SCO2,307,"(""SCO2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10680,SDHA,592,"(""SDHA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10739,SEMA6B,42,"(""SEMA6B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30605,SEPSECS,48,"(""SEPSECS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21061,SERAC1,49,"(""SERAC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8943,SERPINI1,36,"(""SERPINI1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15573,SETBP1,291,"(""SETBP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29010,SETD1A,125,"(""SETD1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29187,SETD1B,72,"(""SETD1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25566,SETD5,76,"(""SETD5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12950,SF1,1222,"(""SF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10768,SF3B1,1170,"(""SF3B1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10818,SGSH,80,"(""SGSH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14294,SHANK3,463,"(""SHANK3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10848,SHH,3766,"(""SHH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11142,SIK1,126,"(""SIK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10889,SIX3,194,"(""SIX3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13818,SLC12A5,84,"(""SLC12A5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23089,SLC13A5,80,"(""SLC13A5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10923,SLC16A2,121,"(""SLC16A2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16266,SLC19A3,127,"(""SLC19A3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10940,SLC1A2,132,"(""SLC1A2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10942,SLC1A4,68,"(""SLC1A4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10969,SLC22A5,268,"(""SLC22A5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10979,SLC25A1,74,"(""SLC25A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10982,SLC25A12,65,"(""SLC25A12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19954,SLC25A22,28,"(""SLC25A22""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11005,SLC2A1,665,"(""SLC2A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11018,SLC32A1,17,"(""SLC32A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11021,SLC35A1,29,"(""SLC35A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11022,SLC35A2,94,"(""SLC35A2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11023,SLC35A3,21,"(""SLC35A3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18044,SLC38A3,23,"(""SLC38A3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20862,SLC39A8,151,"(""SLC39A8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17939,SLC45A1,11,"(""SLC45A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30521,SLC46A1,88,"(""SLC46A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13811,SLC4A10,35,"(""SLC4A10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11041,SLC5A6,40,"(""SLC5A6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11042,SLC6A1,119,"(""SLC6A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11055,SLC6A8,224,"(""SLC6A8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25807,SLC7A6OS,1,"(""SLC7A6OS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11079,SLC9A6,69,"(""SLC9A6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11097,SMARCA1,34,"(""SMARCA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11098,SMARCA2,359,"(""SMARCA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11100,SMARCA4,1155,"(""SMARCA4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11103,SMARCB1,1208,"(""SMARCB1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11105,SMARCC2,60,"(""SMARCC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11109,SMARCE1,103,"(""SMARCE1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11111,SMC1A,257,"(""SMC1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11123,SMS,6098,"(""SMS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11132,SNAP25,1028,"(""SNAP25""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11133,SNAP29,141,"(""SNAP29""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17028,SNF8,11,"(""SNF8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30587,SNIP1,49,"(""SNIP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:32952,SNORD118,29,"(""SNORD118""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16696,SNW1,37,"(""SNW1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20073,SNX27,110,"(""SNX27""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11183,SON,8662,"(""SON""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11191,SOX11,459,"(""SOX11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11195,SOX2,6716,"(""SOX2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30690,SP9,95,"(""SP9""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26933,SPOUT1,3,"(""SPOUT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11257,SPR,5778,"(""SPR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11273,SPTAN1,90,"(""SPTAN1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11275,SPTBN1,111,"(""SPTBN1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14896,SPTBN4,17,"(""SPTBN4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16974,SRCAP,131,"(""SRCAP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21998,SSPOP,0,"(""SSPOP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10866,ST3GAL3,57,"(""ST3GAL3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10872,ST3GAL5,67,"(""ST3GAL5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11354,STAG1,93,"(""STAG1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16950,STAMBP,51,"(""STAMBP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18063,STARD7,30,"(""STARD7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26239,STEEP1,1,"(""STEEP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30172,STRADA,47,"(""STRADA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11433,STX1A,179,"(""STX1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18539,STX1B,59,"(""STX1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11444,STXBP1,279,"(""STXBP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11448,SUCLA2,96,"(""SUCLA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11449,SUCLG1,74,"(""SUCLG1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20376,SUMF1,91,"(""SUMF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11460,SUOX,81,"(""SUOX""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11474,SURF1,184,"(""SURF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11494,SYN1,197,"(""SYN1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17089,SYNE1,217,"(""SYNE1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11497,SYNGAP1,188,"(""SYNGAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11503,SYNJ1,102,"(""SYNJ1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11509,SYT1,198,"(""SYT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29040,SZT2,38,"(""SZT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11534,TAF1C,13,"(""TAF1C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17300,TAF8,15,"(""TAF8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30212,TANC2,27,"(""TANC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25439,TANGO2,56,"(""TANGO2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29259,TAOK1,64,"(""TAOK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30740,TARS2,24,"(""TARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16133,TBC1D20,22,"(""TBC1D20""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29203,TBC1D24,92,"(""TBC1D24""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29183,TBC1D2B,13,"(""TBC1D2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21066,TBC1D7,29,"(""TBC1D7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11581,TBCD,74,"(""TBCD""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28261,TBCK,31,"(""TBCK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29529,TBL1XR1,165,"(""TBL1XR1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11596,TBX19,56,"(""TBX19""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11616,TCEAL1,8,"(""TCEAL1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11634,TCF4,1666,"(""TCF4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11655,TCP1,311,"(""TCP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17768,TDP2,130,"(""TDP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29099,TELO2,37,"(""TELO2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28313,TET3,333,"(""TET3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11752,TFE3,1175,"(""TFE3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11776,TGIF1,106,"(""TGIF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26053,THG1L,6,"(""THG1L""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19073,THOC2,22,"(""THOC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11805,TIAM1,394,"(""TIAM1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23656,TIMM50,20,"(""TIMM50""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1321,TIMMDC1,20,"(""TIMMDC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11831,TK2,256,"(""TK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11842,TLK2,52,"(""TLK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:22407,TMEM106B,226,"(""TMEM106B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28330,TMEM167A,7,"(""TMEM167A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1310,TMEM184B,11,"(""TMEM184B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25363,TMEM222,1,"(""TMEM222""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17735,TMEM63B,18,"(""TMEM63B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26050,TMEM70,45,"(""TMEM70""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26899,TMTC3,12,"(""TMTC3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30739,TMX2,30,"(""TMX2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19297,TNK2,75,"(""TNK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19998,TNPO2,12,"(""TNPO2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11969,TNRC6A,65,"(""TNRC6A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17358,TPK1,58,"(""TPK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:2073,TPP1,390,"(""TPP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:10781,TRA2B,45,"(""TRA2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20456,TRAF7,131,"(""TRAF7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29947,TRAK1,53,"(""TRAK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11868,TRAPPC10,10,"(""TRAPPC10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25751,TRAPPC11,30,"(""TRAPPC11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24284,TRAPPC12,16,"(""TRAPPC12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19943,TRAPPC4,22,"(""TRAPPC4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23066,TRAPPC6B,9,"(""TRAPPC6B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17761,TREM2,1512,"(""TREM2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12269,TREX1,456,"(""TREX1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15579,TRIM8,78,"(""TRIM8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12303,TRIO,3614,"(""TRIO""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12306,TRIP12,79,"(""TRIP12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20286,TRIT1,34,"(""TRIT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25980,TRMT1,15,"(""TRMT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28403,TRMT10A,20,"(""TRMT10A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17992,TRPM3,232,"(""TRPM3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17995,TRPM6,282,"(""TRPM6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12347,TRRAP,185,"(""TRRAP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12362,TSC1,1910,"(""TSC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12363,TSC2,2501,"(""TSC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16791,TSEN15,12,"(""TSEN15""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28422,TSEN2,19,"(""TSEN2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15506,TSEN34,9,"(""TSEN34""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:27561,TSEN54,40,"(""TSEN54""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12367,TSFM,31,"(""TSFM""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12382,TSPYL1,18,"(""TSPYL1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19274,TTC5,15,"(""TTC5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20766,TUBA1A,150,"(""TUBA1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12410,TUBA8,27,"(""TUBA8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20778,TUBB,179,"(""TUBB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12412,TUBB2A,72,"(""TUBB2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30829,TUBB2B,92,"(""TUBB2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20772,TUBB3,474,"(""TUBB3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20774,TUBB4A,90,"(""TUBB4A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12417,TUBG1,39,"(""TUBG1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18599,TUBGCP2,8,"(""TUBGCP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18127,TUBGCP6,13,"(""TUBGCP6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1160,TWNK,63,"(""TWNK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23156,U2AF2,103,"(""U2AF2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23230,UBA5,75,"(""UBA5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
